TRACT,meanHSize,percent_bachelorPlus,totalRace1,totalRace2,meanvalence
6018.02,4.23,5.8,64,2901,5.772099689
6019,4.26,8.6,40,2865,5.818600781
6020.02,3.63,8.6,125,1849,5.641252761
6020.03,3.9,5.6,21,3069,5.672582038
6020.04,3.82,9.8,169,2424,5.790073483
6021.03,3,14.4,598,3358,5.808414342
6021.04,3.38,15.9,191,2581,5.682399104
6021.05,3.27,12.4,248,2331,5.748721011
6021.06,2.59,14.9,386,2750,5.754735464
6022,3.31,27.8,1737,3169,5.859778067
6023.01,3.3,29.6,1618,2382,5.680336191
6023.02,2.7,57.7,1971,537,5.836248422
6024.02,3.13,15.9,1095,3130,5.7681452
6024.03,3.29,16,249,2482,5.51134219
6024.04,3.06,21.1,353,2732,5.815326987
6025.04,2.43,24.7,148,1404,5.741261459
6025.05,2.56,18.3,133,1513,5.676681244
6025.06,2.61,10.4,79,1483,5.87904053
6025.07,2.52,20.3,193,894,6.065077007
6025.08,2.75,20.1,436,2557,5.643601231
6025.09,3.73,12.5,126,1889,5.799871349
6026,2.91,19.8,248,1290,5.828621528
6027,3.15,27.9,89,608,5.747841806
6028.01,3.21,5.7,90,1881,5.788870637
6028.02,2.96,25.9,20,1184,5.70174619
6029,3.18,11.3,295,2284,5.747630211
6030.01,2.86,20.1,228,2217,5.78854711
6030.04,2.22,32.1,83,283,5.936017253
6030.05,3.09,19.5,268,1700,5.74832123
6030.06,2.49,29.8,171,348,5.724399497
6031.01,2.55,28,410,944,5.783862462
6031.02,2.72,26,191,1134,5.788346044
6032,2.82,31.3,182,836,5.795815795
6033.01,2.15,34.9,361,619,5.923852212
6033.02,2.94,21.4,455,1667,5.741466507
6034,3.07,23.7,604,1364,5.718210654
6035,3.28,18.3,400,1104,5.868178036
6036,2.96,21,1034,1278,5.720804363
6037.02,3.33,33.1,1505,1336,5.764499224
6037.03,3.29,22.7,664,1086,5.769124856
6037.04,3.13,10.2,122,2589,5.619705706
6038.01,3.36,15.6,357,2149,5.810014892
6038.02,3.48,16.6,366,2188,5.86884462
6039,3.2,14.3,1006,3534,5.651615008
6040.01,3.89,12.7,679,2466,5.799692095
6040.02,3.04,26.4,629,2084,5.809894367
6041,3.59,11.4,1193,3781,5.834788524
6099,3.14,16.7,526,1201,5.884720186
6201.01,2.57,47.5,2884,865,5.847522821
6201.02,2.41,49.7,2174,459,5.832097065
6202.01,1.75,75.9,986,138,6.066053164
6203.01,3,71,3051,482,5.824719805
6203.03,2.79,76.5,2712,182,5.856688083
6203.05,2.21,79.4,3986,403,6.191729234
6204,2.58,64.2,3016,436,5.992660031
6205.01,2.96,51.9,2969,819,5.822232216
6205.21,2.52,51.1,1653,703,5.922564816
6205.22,2.6,51.1,2227,553,5.92657799
6206.01,2.37,52.6,2497,1017,5.879844953
6206.02,2.73,50.2,2743,915,5.821985707
6207.01,2.45,59.2,3479,878,5.90822342
6207.02,2.84,55.1,3251,672,5.884243917
6208,2.88,72.5,4335,695,5.917146374
6209.01,2.88,74.1,1671,156,6.025600338
6209.04,2.42,78.8,1978,49,6.055023472
6210.01,2.16,67.3,3043,347,6.033880129
6210.02,2.17,74,725,28,5.986472736
6210.04,2.01,73.3,3451,184,6.037181433
6211.02,2.58,62.7,1926,255,5.971618427
6211.04,2.07,74.8,4487,510,5.997242899
6212.01,2.46,60.4,3428,991,5.772953511
6212.04,1.64,49.3,1801,653,5.974625831
6213.01,2.49,63.1,4122,702,5.839249026
6213.24,2.11,66.7,2428,362,5.936739389
6213.26,1.71,59.2,2105,324,6.11936874
6214,2.52,67.8,2684,397,5.78541754
6501.01,2.97,35.6,1163,541,5.861110115
6501.02,2.91,35,778,404,5.652667606
6502,3.23,30.8,2217,1368,5.738202537
6503,2.78,32.2,1870,1470,5.817154922
6504.01,3.1,42,1866,501,5.824559967
6505.01,3.03,45.8,1366,342,5.809876481
6505.02,2.82,50.9,1993,376,5.820932583
6506.02,2.52,51.6,2259,710,5.830217002
6506.03,2.48,54.1,1560,399,5.852960354
6506.04,2.28,37.1,1674,1071,5.793450716
6506.05,2.68,51.3,967,124,6.014935985
6507.01,2.62,48.9,1150,207,5.867877419
6507.02,2.96,53.5,2213,405,5.760434857
6508,2.45,66.8,1298,296,5.858134344
6509.01,2.44,36,2408,1588,5.817530287
6509.02,2.46,37.4,1674,1437,5.874128674
6510.01,3.29,32.8,1968,1453,5.834394996
6510.02,2.82,49.8,1530,814,5.864428167
6511.01,2.71,45.5,1995,542,5.896304017
6511.02,2.27,47.9,1508,604,5.961036311
6512.01,2.76,54.1,2848,295,5.766049684
6512.21,2.27,46.8,1164,258,5.779250012
6512.22,2.64,51.4,1990,803,5.725635422
6513.02,2.68,55.7,3702,423,5.874527946
6513.04,1.88,61.8,3208,302,6.060053869
6514.01,2.13,52.4,1321,163,5.806973556
6514.02,2.79,55.8,2452,354,5.849294336
6701,2.33,34.6,2477,1312,5.855805029
6702.01,2.5,63.1,2001,311,5.874569008
6702.02,2.9,64.1,1359,277,5.84645977
6703.24,2.74,72.8,3380,209,5.924433887
6703.26,2.66,77.7,1775,195,6.041283398
6703.28,3.04,75.7,2850,206,5.720584688
6704.03,2.73,71.1,1284,121,5.785661911
6704.05,2.54,75.1,1278,141,5.775339365
6704.06,2.93,66.3,724,62,6.043285865
6704.07,2.65,65.6,2183,369,5.884269928
6704.11,2.77,69.6,2340,151,5.731826645
6704.13,2.66,71.8,1892,380,5.841813818
6704.16,2.65,67.2,1847,136,5.824123828
6705,2.77,70.3,1146,69,5.738121206
6706.02,2.51,69.1,4184,353,6.112912806
6707.01,2.7,50.2,3102,1399,5.747527884
6707.02,2.59,55,3335,523,5.848983272
7010,2.12,77.3,3759,270,5.915539004
7011,2.42,9.7,314,150,5.859340734
7012.01,2.66,76.7,2752,189,6.097963186
7012.02,1.81,79.3,2253,275,5.950033753
7013.02,1.64,78.2,3455,432,5.961041321
7013.04,1.95,69.2,4576,382,6.026859275
7014.02,1.52,65.8,4453,360,5.956958448
7015.01,1.8,72.4,3400,247,5.925748853
7015.02,1.87,60.4,2539,538,5.928714837
7016.01,2.44,76.8,2838,284,5.941365939
7016.02,2.1,73.4,2564,520,5.867056954
7017.01,2.14,55.5,1894,759,5.853707671
7017.02,1.8,50.9,1582,852,5.947506526
7018.01,2.26,38.5,1704,1984,5.808579482
7018.02,2.2,46.6,1732,1082,5.885404213
7019.02,1.42,65.3,2770,411,5.94781506
7020.02,1.78,64.9,3649,898,5.866457286
7021.02,1.64,76.2,4223,731,5.948005495
7022.01,2.27,58.3,2997,843,5.803676358
7022.02,2.32,61.4,2325,510,5.826955325
7023,2.34,63.1,3873,868,5.911727035
7024,2.26,49.5,1840,997,5.879290006
7025.01,2.28,55.3,2382,539,5.92623603
7025.02,2.03,73.4,2278,317,5.69408435
7026,2.61,50.4,2508,940,5.81389329
7027,2.93,58.6,1624,594,5.872548747
7028.01,2.61,42.8,2316,1428,5.880038217
7028.02,2.8,39.9,715,902,6.169205286
7028.03,2.6,37.1,1162,972,6.009337294
7029.01,1.8,63,5929,869,5.977351251
7030.01,1.9,63.3,2135,423,5.84411243
7030.02,2.66,54.2,882,223,5.856113772
7031,2.26,53.4,392,303,5.869257295
7032,2.6,49.6,471,421,5.887786943
9010.04,3.37,27.1,4061,2693,5.809940713
9010.07,3.21,19.8,1086,591,5.786906452
9010.08,3.08,19.1,940,660,5.819177828
9010.09,3.04,23.1,2585,980,5.763734637
9010.1,3.22,16.4,2038,1586,5.825501553
9010.11,2.67,27.6,2216,798,5.772702118
9011.01,2.92,17.2,2356,1063,5.860515108
9011.02,3.01,22.5,2425,1446,5.771777581
9012.05,3.27,21.3,5087,1744,5.848502584
9012.09,2.5,17.7,785,196,5.834668523
9012.1,2.53,23.5,1062,151,6.941388889
9012.13,2.85,27.7,2374,426,5.760970092
9101.01,3.9,6.6,168,779,5.824322467
9102.01,2.93,14,1085,1213,5.845171379
9102.02,3.28,28.2,2688,901,5.840476809
9102.05,3.05,29.7,550,317,5.837057549
9102.06,3.6,30.9,797,1045,5.999078777
9102.07,3.6,23.9,1565,1664,5.685500628
9102.08,3.54,15.5,1487,2449,5.834473981
9102.09,3.4,29.9,1732,640,5.793886916
9102.1,3.25,30.5,2517,1615,5.766780339
9103.01,3.03,24.2,2139,783,5.877056976
9103.02,2.95,31.9,3263,929,5.781782185
9104.01,3.04,31,2082,1815,5.879691317
9104.02,3.76,8.4,332,1626,5.766334615
9104.03,4.2,4.7,92,1241,5.865310933
9104.04,3.84,9.2,603,1767,5.66671841
9105.01,2.93,8.1,400,1811,5.687418724
9105.02,3.53,9,637,1721,5.648822887
9105.04,3.94,7.7,478,2544,5.74258615
9105.05,3.85,3.6,672,1300,5.745687932
9106.01,4.47,4.7,1119,3262,5.871237146
9106.02,2.88,12.1,592,1525,5.73855837
9106.03,3.4,7.6,896,3537,5.719621273
9106.05,3.94,5.2,691,2129,5.689997132
9106.06,4.29,11.2,373,1466,5.769852594
9107.05,4.49,9.1,1513,5670,5.714941596
9107.06,4.25,7.1,307,3295,5.849671596
9107.07,3.58,13.2,776,1904,5.816656886
9107.09,3.48,12.7,673,488,5.720512123
9107.11,3.95,7.1,1074,4379,5.825214192
9107.12,3.86,13.1,401,1015,5.822633458
9107.13,4.64,8.8,600,2947,5.737290339
9107.14,4.81,6.4,296,2268,5.844083901
9107.15,3.67,10.5,716,3018,5.772594197
9107.16,3.38,,1301,2079,5.803735235
9108.04,2.77,20.4,1901,449,5.886352522
9108.05,3.02,32.3,2645,844,5.883257405
9108.07,3.22,33.3,2560,1333,5.751190359
9108.08,3.01,26.2,1986,605,5.833943926
9108.09,3.08,47.9,1342,287,5.834705624
9108.1,3.49,31.8,1391,503,5.719845485
9108.12,2.64,13.9,357,58,5.94734414
9108.13,2.94,27.3,2383,564,5.875331977
9110.01,2.54,20.5,2295,957,5.850431941
9200.41,3.48,22.3,948,745,5.11
9201.02,2.8,30.4,2296,1557,5.952001502
9201.04,3.44,26,1780,458,5.856633535
9201.06,3.71,16.4,787,1532,5.68313367
9201.07,3.72,65.7,1332,445,5.9541262
9201.08,2.83,50.9,1540,430,5.959392097
9201.09,2.86,54.7,2575,668,5.848964058
9201.1,3.11,52.4,1889,373,6.06438747
9201.11,3.15,31.5,1469,515,5.893404222
9201.12,2.65,33.8,2557,423,5.86743682
9201.14,2.88,47.7,2444,1011,5.923281281
9201.15,2.74,47.9,1898,721,5.894058038
9201.16,3.15,37.2,2101,719,5.867568296
9201.18,3.47,31.4,2607,1278,5.849706619
9201.19,3.75,46.3,896,316,6.010719238
9203.03,2.62,56.1,524,267,6.034814396
9203.12,2.79,34.2,2532,1119,5.824135291
9203.13,3.03,36.6,2666,1277,5.813447118
9203.14,3.09,41.2,1553,549,5.885457756
9203.22,2.77,39.1,1718,361,5.842059488
9203.26,2.63,41.1,2833,739,5.888072128
9203.28,2.4,53,1233,172,5.941501235
9203.29,2.69,40.4,2886,870,5.88426092
9203.3,2.43,44,2833,1161,5.806937551
9203.31,2.88,31,2324,648,5.896878958
9203.32,2.74,33.4,1339,531,5.782799197
9203.34,2.43,45.6,3457,986,5.823678491
9203.36,3.73,16.2,1059,3251,5.856990481
9203.37,3.9,15.1,778,3475,5.658329098
9203.38,3.65,59.8,2728,738,5.877808993
9203.39,3.25,55.5,3367,808,5.888278729
9301.01,,64.9,98,27,5.713390373
9302,2.43,30.6,240,117,5.820675714
9303.01,2.18,15.7,545,147,5.811784081
